title,date,url,content,class
Principais causas dos desastres ambientais são: tráfico de animais.,,,Principais causas dos desastres ambientais são: tráfico de animais.,0
O monitoramento previne a propagação de riscos ambientais.,,,O monitoramento previne a propagação de riscos ambientais.,1
Festival de música reúne milhares de fãs em celebração à arte,,,Festival de música reúne milhares de fãs em celebração à arte,2
A contaminação por poluição industrial atinge 25% da área de Amazônia.,,,A contaminação por poluição industrial atinge 25% da área de Amazônia.,0
A campanha educativa conscientiza 46 comunidades sobre prevenção.,,,A campanha educativa conscientiza 46 comunidades sobre prevenção.,1
Universidade cria programa de bolsas para estudantes refugiados,,,Universidade cria programa de bolsas para estudantes refugiados,2
Ações como enchentes crescem em áreas protegidas.,,,Ações como enchentes crescem em áreas protegidas.,0
A tecnologia garante uma resposta rápida a eventos de risco.,,,A tecnologia garante uma resposta rápida a eventos de risco.,1
Time de futebol vence campeonato estadual com atuação brilhante,,,Time de futebol vence campeonato estadual com atuação brilhante,2
O aumento de eventos de risco é impulsionado por falta de conscientização ambiental.,,,O aumento de eventos de risco é impulsionado por falta de conscientização ambiental.,0
A iniciativa de conservação de ecossistemas em Amazônia gera avanço avanço na proteção dos ecossistemas costeiros.,,,A iniciativa de conservação de ecossistemas em Amazônia gera avanço avanço na proteção dos ecossistemas costeiros.,1
Campanha publicitária viraliza ao destacar diversidade cultural do país,,,Campanha publicitária viraliza ao destacar diversidade cultural do país,2
A bacia de ecossistemas costeiros em oceano Pacífico sofre declínio devido a exploração predatória irresponsável.,,,A bacia de ecossistemas costeiros em oceano Pacífico sofre declínio devido a exploração predatória irresponsável.,0
A prevenção controlada e o monitoramento asseguram a redução dos riscos.,,,A prevenção controlada e o monitoramento asseguram a redução dos riscos.,1
Celebridade compartilha sua rotina de treinos e dieta saudável,,,Celebridade compartilha sua rotina de treinos e dieta saudável,2
A contaminação por poluição industrial atinge 79% da área de florestas tropicais.,,,A contaminação por poluição industrial atinge 79% da área de florestas tropicais.,0
Voluntários se unem para ajudar as vítimas de deslizamentos.,,,Voluntários se unem para ajudar as vítimas de deslizamentos.,1
Aplicativo de mobilidade urbana ganha prêmio de inovação global,,,Aplicativo de mobilidade urbana ganha prêmio de inovação global,2
Os riscos ambientais se intensificam com elevação em áreas vulneráveis.,,,Os riscos ambientais se intensificam com elevação em áreas vulneráveis.,0
As políticas públicas reduzem o desmatamento em 22%.,,,As políticas públicas reduzem o desmatamento em 22%.,1
Youtuber ultrapassa 10 milhões de inscritos com conteúdo educativo,,,Youtuber ultrapassa 10 milhões de inscritos com conteúdo educativo,2
A escassez de recursos eleva o risco de desastres devido a Erosão do solo.,,,A escassez de recursos eleva o risco de desastres devido a Erosão do solo.,0
A iniciativa de uso sustentável de recursos aumenta 54% da biodiversidade local.,,,A iniciativa de uso sustentável de recursos aumenta 54% da biodiversidade local.,1
Tecnologia de ponta revoluciona o setor de telecomunicações,,,Tecnologia de ponta revoluciona o setor de telecomunicações,2
Áreas de proteção integral sofrem desaparecimento de 83 hectares devido a desastres.,,,Áreas de proteção integral sofrem desaparecimento de 83 hectares devido a desastres.,0
A implantação de biocombustíveis em florestas tropicais impulsiona revitalização nos ecossistemas costeiros.,,,A implantação de biocombustíveis em florestas tropicais impulsiona revitalização nos ecossistemas costeiros.,1
Escritor lança romance que aborda questões climáticas e futuro da Terra,,,Escritor lança romance que aborda questões climáticas e futuro da Terra,2
Os riscos ambientais se intensificam com aumento em áreas vulneráveis.,,,Os riscos ambientais se intensificam com aumento em áreas vulneráveis.,0
A colaboração de plantio de árvores resulta na restauração de 70 áreas naturais.,,,A colaboração de plantio de árvores resulta na restauração de 70 áreas naturais.,1
Empresa de energia anuncia projeto pioneiro de energia solar em comunidades rurais,,,Empresa de energia anuncia projeto pioneiro de energia solar em comunidades rurais,2
O acúmulo de resíduos causa aumento de 78% no risco de desastres.,,,O acúmulo de resíduos causa aumento de 78% no risco de desastres.,0
A bacia de ecossistemas costeiros em florestas tropicais celebra recuperação graças à redução de plásticos comprometida.,,,A bacia de ecossistemas costeiros em florestas tropicais celebra recuperação graças à redução de plásticos comprometida.,1
Tecnologia de ponta revoluciona o setor de telecomunicações,,,Tecnologia de ponta revoluciona o setor de telecomunicações,2
Comunidades próximas enfrentam risco devido a deslizamentos.,,,Comunidades próximas enfrentam risco devido a deslizamentos.,0
A implantação de sistemas de irrigação sustentável em manguezais impulsiona melhoria nos matas ciliares.,,,A implantação de sistemas de irrigação sustentável em manguezais impulsiona melhoria nos matas ciliares.,1
Hospital inaugura centro de pesquisa para tratamento de doenças raras,,,Hospital inaugura centro de pesquisa para tratamento de doenças raras,2
As enchentes apresentaram alta nas últimas semanas.,,,As enchentes apresentaram alta nas últimas semanas.,0
O aumento de 24 em florestas tropicais resulta em crescimento crescimento dos ecossistemas costeiros.,,,O aumento de 24 em florestas tropicais resulta em crescimento crescimento dos ecossistemas costeiros.,1
Escritor lança romance que aborda questões climáticas e futuro da Terra,,,Escritor lança romance que aborda questões climáticas e futuro da Terra,2
O declínio de parques nacionais em florestas tropicais atinge 40% após exploração predatória persistente.,,,O declínio de parques nacionais em florestas tropicais atinge 40% após exploração predatória persistente.,0
O investimento em energia renovável diminui os custos em 61% no setor energético.,,,O investimento em energia renovável diminui os custos em 61% no setor energético.,1
Estrela da TV participa de reality show de competição,,,Estrela da TV participa de reality show de competição,2
A falta de recursos compromete o combate aos desastres causados por enchentes.,,,A falta de recursos compromete o combate aos desastres causados por enchentes.,0
A tecnologia avançada auxilia no controle de 73 desastres ambientais.,,,A tecnologia avançada auxilia no controle de 73 desastres ambientais.,1
Iniciativa de empreendedorismo feminino capacita mulheres em tecnologia,,,Iniciativa de empreendedorismo feminino capacita mulheres em tecnologia,2
"Medidas de contenção são tomadas, todavia os eventos de deslizamentos se expandem.",,,"Medidas de contenção são tomadas, todavia os eventos de deslizamentos se expandem.",0
Métodos inovadores amenizam os riscos ambientais em 57%.,,,Métodos inovadores amenizam os riscos ambientais em 57%.,1
Escola pública implementa projeto de robótica que vira referência nacional,,,Escola pública implementa projeto de robótica que vira referência nacional,2
A crise ambiental em oceano Pacífico se agrava com poluição industrial desmedida e destruição dos parques nacionais.,,,A crise ambiental em oceano Pacífico se agrava com poluição industrial desmedida e destruição dos parques nacionais.,0
A tecnologia verde de sensores ambientais reduz as emissões em 27% no setor industrial.,,,A tecnologia verde de sensores ambientais reduz as emissões em 27% no setor industrial.,1
DJ brasileiro alcança topo da lista de melhores do mundo pela primeira vez,,,DJ brasileiro alcança topo da lista de melhores do mundo pela primeira vez,2
Fatores climáticos intensos impulsionam 39 eventos de risco.,,,Fatores climáticos intensos impulsionam 39 eventos de risco.,0
Intervenção sustentável reverte acidentes industriais e já apresenta alta de revitalização nos ecossistemas urbanos.,,,Intervenção sustentável reverte acidentes industriais e já apresenta alta de revitalização nos ecossistemas urbanos.,1
Escola pública implementa projeto de robótica que vira referência nacional,,,Escola pública implementa projeto de robótica que vira referência nacional,2
Ações como Poluição sonora devastam 35 hectares de biomas.,,,Ações como Poluição sonora devastam 35 hectares de biomas.,0
Voluntários se unem para ajudar as vítimas de Contaminação atmosférica.,,,Voluntários se unem para ajudar as vítimas de Contaminação atmosférica.,1
Aplicativo de mobilidade urbana ganha prêmio de inovação global,,,Aplicativo de mobilidade urbana ganha prêmio de inovação global,2
Os biomas apresentam aumento nos casos de desastres.,,,Os biomas apresentam aumento nos casos de desastres.,0
O projeto de reflorestamento com as comunidades eleva o desenvolvimento sustentável em 66 cidades.,,,O projeto de reflorestamento com as comunidades eleva o desenvolvimento sustentável em 66 cidades.,1
Atleta olímpico conquista medalha de ouro em competição internacional,,,Atleta olímpico conquista medalha de ouro em competição internacional,2
Elevado risco de desastres atribuído a Contaminação hídrica.,,,Elevado risco de desastres atribuído a Contaminação hídrica.,0
A atuação de uso sustentável de recursos em manguezais assegura crescimento preservação das pandas.,,,A atuação de uso sustentável de recursos em manguezais assegura crescimento preservação das pandas.,1
Restaurante inova com menu inspirado na culinária ancestral indígena,,,Restaurante inova com menu inspirado na culinária ancestral indígena,2
Biomas estão em perigo devido a descarte inadequado.,,,Biomas estão em perigo devido a descarte inadequado.,0
A tecnologia avançada auxilia no controle de 68 desastres ambientais.,,,A tecnologia avançada auxilia no controle de 68 desastres ambientais.,1
Festival de música reúne milhares de fãs em celebração à arte,,,Festival de música reúne milhares de fãs em celebração à arte,2
Os riscos registram aumento devido a condições climáticas extremas.,,,Os riscos registram aumento devido a condições climáticas extremas.,0
O uso de sensores ambientais reduz a poluição em 47 cidades.,,,O uso de sensores ambientais reduz a poluição em 47 cidades.,1
Nova coleção de moda estreia nas passarelas de Milão,,,Nova coleção de moda estreia nas passarelas de Milão,2
"Equipes de emergência tentam conter desastres, mas os enchentes saem de controle.",,,"Equipes de emergência tentam conter desastres, mas os enchentes saem de controle.",0
